shipment_id,origin_city,destination_city,pickup_date,delivery_date,weight_kg,distance_km,delivery_status,cost
SHP01127,Hyderabad,Ahmedabad,2023-10-07,2023-10-12,14.21,999.5,Delivered,878.78
SHP01128,Bangalore,Chennai,2023-07-14,2023-07-18,43.19,90.5,Delivered,352.43
SHP01129,Pune,Hyderabad,2023-07-16,2023-07-25,14.53,1786.7,Delayed,1460.82
SHP01130,Delhi,Bangalore,2023-09-27,2023-10-01,34.49,1996.6,Delivered,1725.2
SHP01131,Kolkata,Mumbai,2023-03-13,2023-03-16,33.87,371.2,Delayed,499.32
SHP01132,Chennai,Kolkata,2023-09-10,2023-09-12,11.46,249.6,Delivered,280.52
SHP01133,Delhi,Delhi,2023-03-17,2023-03-23,2.22,295.7,Delivered,281.32
SHP01134,Kolkata,Bangalore,2023-04-10,2023-04-14,20.76,1325.4,Delivered,1149.64
SHP01135,Bangalore,Bangalore,2023-07-27,2023-07-30,14.82,1326.3,Delivered,1136.85
SHP01136,Kolkata,Mumbai,2023-11-07,2023-11-11,40.54,1697.4,Delivered,1520.41
SHP01137,Pune,Chennai,2023-01-25,2023-01-29,40.12,1506.1,Delivered,1399.38
SHP01138,Bangalore,Pune,2023-09-11,2023-09-13,23.12,904.9,Delivered,845.97
SHP01139,Delhi,Pune,2023-08-12,2023-08-26,30.52,1229.6,Failed,1114.5
SHP01140,Mumbai,Kolkata,2023-10-17,2023-10-28,30.41,1379.7,Failed,1224.49
SHP01141,Mumbai,Kolkata,2023-12-22,2024-01-05,41.44,1030.3,Delayed,1015.59
SHP01142,Ahmedabad,Delhi,2023-01-30,2023-02-09,21.54,956.5,Failed,873.19
SHP01143,Ahmedabad,Bangalore,2023-03-11,2023-03-18,14.13,1293.7,Delivered,1071.8
SHP01144,Kolkata,Hyderabad,2023-08-15,2023-08-18,13.62,1119.4,Delivered,955.45
SHP01145,Mumbai,Bangalore,2023-11-06,2023-11-12,27.04,1291.4,Failed,1173.29
SHP01146,Bangalore,Pune,2023-02-24,2023-03-03,22.73,1229.6,Delivered,1092.65
SHP01147,Hyderabad,Delhi,2023-06-23,2023-06-24,22.29,1441.2,Delivered,1252.74
SHP01148,Bangalore,Bangalore,2023-06-20,2023-06-24,5.01,1289.2,Delivered,1026.71
SHP01149,Hyderabad,Mumbai,2023-07-15,2023-07-21,36.07,1044.3,Delivered,1012.5
SHP01150,Delhi,Pune,2023-12-08,2023-12-10,11.08,1366.8,Delivered,1121.95
SHP01151,Chennai,Bangalore,2023-09-08,2023-09-10,10.25,904.5,Delivered,795.39
SHP01152,Hyderabad,Bangalore,2023-07-23,2023-07-27,20.93,490.9,Delivered,510.08
SHP01153,Mumbai,Pune,2023-01-04,2023-01-17,11.78,12.8,Delayed,116.85
SHP01154,Bangalore,Hyderabad,2023-03-21,2023-03-25,29.4,1124.3,Failed,1043.75
SHP01155,Delhi,Pune,2023-07-08,2023-07-23,18.89,1185.4,Failed,1034.06
SHP01156,Mumbai,Mumbai,2023-01-24,2023-01-28,22.72,1944.4,Delivered,1635.11
SHP01157,Delhi,Mumbai,2023-02-21,2023-02-23,27.09,729.3,Failed,721.68
SHP01158,Chennai,Bangalore,2023-04-03,2023-04-10,10.58,794.3,Failed,693.72
SHP01159,Pune,Kolkata,2023-03-11,2023-03-18,8.21,411.6,Delivered,411.43
SHP01160,Bangalore,Hyderabad,2023-10-07,2023-10-11,44.08,150.4,Delayed,384.32
SHP01161,Kolkata,Bangalore,2023-01-24,2023-01-28,21.97,1547.9,Delivered,1316.86
SHP01162,Bangalore,Pune,2023-09-13,2023-09-18,20.9,506.9,Delayed,515.85
SHP01163,Ahmedabad,Bangalore,2023-03-04,2023-03-11,2.26,1221.7,Delivered,987.71
SHP01164,Chennai,Delhi,2023-09-27,2023-09-28,25.15,1378.7,Delivered,1228.66
SHP01165,Bangalore,Delhi,2023-02-14,2023-02-19,27.93,947.8,Delivered,905.31
SHP01166,Ahmedabad,Kolkata,2023-06-09,2023-06-15,28.16,1753.9,Delivered,1520.49
SHP01167,Kolkata,Hyderabad,2023-09-20,2023-09-25,35.5,893.2,Delivered,898.08
SHP01168,Hyderabad,Chennai,2023-05-12,2023-05-20,9.29,577.0,Delayed,518.47
SHP01169,Delhi,Ahmedabad,2023-02-25,2023-03-08,12.99,1793.1,Delayed,1440.35
SHP01170,Kolkata,Delhi,2023-02-02,2023-02-05,40.63,1724.5,Delayed,1552.66
SHP01171,Mumbai,Chennai,2023-04-27,2023-05-04,47.38,336.4,Delivered,538.92
SHP01172,Chennai,Mumbai,2023-06-23,2023-07-01,7.23,61.7,Delayed,143.71
SHP01173,Hyderabad,Delhi,2023-07-19,2023-07-25,25.13,189.1,Delivered,325.26
SHP01174,Mumbai,Delhi,2023-07-17,2023-07-20,11.1,580.2,Delayed,560.17
SHP01175,Mumbai,Hyderabad,2023-01-16,2023-01-22,3.47,1944.8,Delivered,1526.36
SHP01176,Chennai,Kolkata,2023-02-28,2023-03-05,16.61,1121.4,Delivered,971.19
SHP01177,Hyderabad,Chennai,2023-12-25,2024-01-05,7.61,752.8,Delayed,644.12
SHP01178,Pune,Pune,2023-01-15,2023-01-25,35.64,1778.5,Delayed,1561.15
SHP01179,Mumbai,Delhi,2023-07-28,2023-07-29,26.92,911.7,Delivered,883.29
SHP01180,Mumbai,Delhi,2023-04-29,2023-05-05,7.62,637.3,Failed,547.77
SHP01181,Hyderabad,Hyderabad,2023-03-03,2023-03-08,0.96,1883.0,Delivered,1486.17
SHP01182,Bangalore,Hyderabad,2023-12-08,2023-12-13,40.5,1700.5,Delivered,1547.61
SHP01183,Mumbai,Kolkata,2023-04-01,2023-04-05,9.22,1688.9,Delivered,1366.69
SHP01184,Delhi,Chennai,2023-08-28,2023-08-30,30.51,1029.4,Delivered,967.86
SHP01185,Hyderabad,Mumbai,2023-11-16,2023-11-18,17.18,1581.0,Delivered,1310.57
SHP01186,Mumbai,Pune,2023-07-20,2023-07-27,29.48,366.9,Delivered,463.63
SHP01187,Chennai,Kolkata,2023-04-17,2023-04-24,16.12,1150.7,Delivered,975.63
SHP01188,Kolkata,Ahmedabad,2023-10-15,2023-10-16,4.8,1967.9,Delivered,1548.93
SHP01189,Delhi,Mumbai,2023-06-29,2023-07-06,11.54,589.0,Delivered,531.74
SHP01190,Ahmedabad,Bangalore,2023-12-07,2023-12-09,9.81,1590.8,Delivered,1300.89
SHP01191,Ahmedabad,Delhi,2023-12-25,2024-01-01,21.69,986.1,Delivered,892.9
SHP01192,Kolkata,Chennai,2023-04-03,2023-04-07,33.09,89.2,Delivered,270.32
SHP01193,Ahmedabad,Kolkata,2023-05-14,2023-05-20,13.56,1528.4,Delivered,1265.89
SHP01194,Kolkata,Delhi,2023-12-15,2023-12-19,1.1,345.5,Delivered,333.58
SHP01195,Mumbai,Chennai,2023-12-19,2023-12-24,26.19,1266.6,Delivered,1138.71
SHP01196,Delhi,Chennai,2023-09-15,2023-09-18,30.49,180.5,Delivered,337.49
SHP01197,Delhi,Chennai,2023-08-09,2023-08-19,48.16,1894.3,Delayed,1722.6
SHP01198,Bangalore,Delhi,2023-07-22,2023-07-25,29.68,590.5,Delivered,650.77
SHP01199,Kolkata,Kolkata,2023-11-04,2023-11-09,23.82,460.7,Delivered,530.29
SHP01200,Delhi,Pune,2023-09-22,2023-09-24,28.88,267.0,Delivered,382.84
SHP01201,Bangalore,Hyderabad,2023-06-21,2023-06-28,46.43,1892.5,Delivered,1715.88
SHP01202,Hyderabad,Delhi,2023-01-29,2023-02-01,41.5,1426.7,Failed,1319.57
SHP01203,Bangalore,Ahmedabad,2023-10-15,2023-10-19,16.49,1485.9,Delivered,1264.51
SHP01204,Chennai,Chennai,2023-11-07,2023-11-13,12.24,1003.8,Delivered,855.29
SHP01205,Pune,Kolkata,2023-08-11,2023-08-14,13.5,954.7,Delivered,850.6
SHP01206,Mumbai,Pune,2023-08-14,2023-08-21,25.47,228.9,Delivered,367.58
SHP01207,Hyderabad,Bangalore,2023-08-23,2023-08-29,37.33,1124.1,Delivered,1065.54
SHP01208,Pune,Ahmedabad,2023-04-24,2023-04-30,25.41,501.4,Failed,572.08
SHP01209,Pune,Mumbai,2023-01-10,2023-01-25,3.86,1954.5,Delayed,1518.6
SHP01210,Hyderabad,Ahmedabad,2023-12-18,2023-12-21,36.32,1595.2,Delivered,1416.74
SHP01211,Chennai,Chennai,2023-02-26,2023-03-02,40.4,831.9,Failed,873.69
SHP01212,Bangalore,Bangalore,2023-10-13,2023-10-14,14.83,311.2,Delivered,377.29
SHP01213,Mumbai,Hyderabad,2023-10-03,2023-10-11,33.37,1572.8,Delayed,1395.99
SHP01214,Bangalore,Pune,2023-02-18,2023-03-01,21.62,252.9,Failed,349.79
SHP01215,Delhi,Pune,2023-04-05,2023-04-10,44.51,386.8,Delivered,570.43
SHP01216,Bangalore,Chennai,2023-03-27,2023-04-01,42.34,430.9,Delivered,603.61
SHP01217,Ahmedabad,Ahmedabad,2023-08-18,2023-08-21,26.51,1118.2,Delivered,1032.53
SHP01218,Hyderabad,Ahmedabad,2023-12-15,2023-12-17,34.73,1576.2,Delivered,1394.77
SHP01219,Mumbai,Pune,2023-03-10,2023-03-17,44.23,635.5,Delivered,739.89
SHP01220,Bangalore,Bangalore,2023-04-22,2023-04-24,25.04,178.5,Delayed,292.98
SHP01221,Mumbai,Chennai,2023-08-31,2023-09-13,16.01,934.4,Delayed,836.63
SHP01222,Mumbai,Delhi,2023-07-18,2023-08-02,37.81,1498.7,Failed,1350.3
SHP01223,Delhi,Kolkata,2023-11-05,2023-11-12,11.39,451.1,Delayed,435.57
SHP01224,Delhi,Bangalore,2023-04-29,2023-05-10,19.73,447.6,Failed,499.87
SHP01225,Hyderabad,Kolkata,2023-04-28,2023-05-02,43.35,1895.0,Delivered,1681.07
SHP01226,Chennai,Delhi,2023-09-27,2023-09-29,36.36,1908.8,Delivered,1666.07
SHP01227,Ahmedabad,Delhi,2023-03-09,2023-03-13,20.49,1981.0,Delivered,1634.1
SHP01228,Pune,Kolkata,2023-11-20,2023-11-27,11.13,1617.2,Delivered,1301.51
SHP01229,Mumbai,Bangalore,2023-12-09,2023-12-11,18.12,384.5,Delivered,423.49
SHP01230,Chennai,Kolkata,2023-12-26,2023-12-31,14.56,431.8,Delivered,442.97
SHP01231,Pune,Kolkata,2023-10-30,2023-11-08,9.22,687.0,Failed,627.18
SHP01232,Pune,Mumbai,2023-12-28,2024-01-11,37.29,643.1,Delayed,711.75
SHP01233,Ahmedabad,Bangalore,2023-08-01,2023-08-03,12.98,1913.5,Delivered,1545.19
SHP01234,Hyderabad,Ahmedabad,2023-08-18,2023-09-01,22.98,1580.3,Delayed,1361.44
SHP01235,Pune,Ahmedabad,2023-10-23,2023-10-25,19.6,1450.8,Delivered,1246.46
SHP01236,Ahmedabad,Mumbai,2023-11-06,2023-11-13,49.11,380.1,Delayed,592.56
SHP01237,Pune,Chennai,2023-03-05,2023-03-09,19.86,1820.0,Delivered,1532.45
SHP01238,Mumbai,Pune,2023-06-12,2023-06-19,4.46,1657.5,Delivered,1327.25
SHP01239,Mumbai,Ahmedabad,2023-02-25,2023-03-09,4.95,335.6,Delayed,322.75
SHP01240,Kolkata,Kolkata,2023-06-10,2023-06-13,29.74,1743.6,Delivered,1519.26
SHP01241,Chennai,Chennai,2023-12-11,2023-12-15,30.17,551.8,Delivered,615.05
SHP01242,Bangalore,Ahmedabad,2023-11-09,2023-11-16,21.23,170.9,Delivered,275.43
SHP01243,Ahmedabad,Bangalore,2023-06-22,2023-06-28,21.88,1317.1,Delivered,1139.34
SHP01244,Delhi,Kolkata,2023-01-12,2023-01-21,3.17,1311.1,Delayed,1038.13
SHP01245,Ahmedabad,Pune,2023-04-14,2023-04-16,26.07,198.9,Delivered,315.32
SHP01246,Bangalore,Chennai,2023-04-14,2023-04-19,25.48,644.5,Delayed,648.15
SHP01247,Chennai,Ahmedabad,2023-06-26,2023-06-29,7.9,1985.7,Delivered,1561.3
SHP01248,Delhi,Ahmedabad,2023-01-12,2023-01-17,5.64,1360.1,Delivered,1113.81
SHP01249,Bangalore,Hyderabad,2023-08-28,2023-09-03,6.62,1462.8,Delivered,1197.44
SHP01250,Kolkata,Ahmedabad,2023-08-12,2023-08-20,5.5,433.7,Failed,406.25
SHP01251,Delhi,Delhi,2023-10-31,2023-11-06,30.68,166.8,Delivered,342.12
SHP01252,Mumbai,Kolkata,2023-02-16,2023-02-22,10.23,561.0,Delivered,509.24
SHP01253,Bangalore,Pune,2023-07-02,2023-07-07,12.95,505.3,Delivered,509.79
SHP01254,Ahmedabad,Delhi,2023-03-08,2023-03-11,9.09,476.7,Delivered,453.23
SHP01255,Delhi,Mumbai,2023-11-18,2023-11-29,47.91,393.6,Failed,567.44
SHP01256,Kolkata,Chennai,2023-02-05,2023-02-12,42.8,1153.8,Delivered,1115.0
SHP01257,Ahmedabad,Ahmedabad,2023-05-05,2023-05-07,11.91,662.9,Delivered,599.08
SHP01258,Pune,Mumbai,2023-02-06,2023-02-07,16.71,1642.5,Delivered,1347.17
SHP01259,Delhi,Pune,2023-04-26,2023-04-30,10.89,376.1,Delivered,378.9
SHP01260,Delhi,Kolkata,2023-10-25,2023-10-26,24.85,934.6,Delivered,857.6
SHP01261,Kolkata,Delhi,2023-12-20,2023-12-25,1.47,37.2,Delivered,74.69
SHP01262,Pune,Delhi,2023-12-22,2023-12-28,33.73,968.5,Delivered,935.65
SHP01263,Bangalore,Chennai,2023-07-18,2023-07-20,26.4,121.1,Delivered,292.6
SHP01264,Hyderabad,Kolkata,2023-12-27,2023-12-29,44.98,1955.7,Delivered,1731.1
SHP01265,Bangalore,Ahmedabad,2023-07-17,2023-08-01,8.64,1583.3,Delayed,1270.24
SHP01266,Pune,Hyderabad,2023-08-25,2023-09-02,40.3,985.3,Failed,997.95
SHP01267,Chennai,Hyderabad,2023-03-23,2023-03-25,39.7,182.3,Delivered,399.6
SHP01268,Ahmedabad,Chennai,2023-02-19,2023-02-21,6.8,1189.0,Delivered,971.23
SHP01269,Kolkata,Kolkata,2023-07-03,2023-07-09,20.23,1519.9,Delivered,1306.1
SHP01270,Bangalore,Chennai,2023-01-24,2023-02-05,8.92,389.5,Failed,380.33
SHP01271,Delhi,Kolkata,2023-11-16,2023-11-23,13.11,1140.7,Delivered,958.96
SHP01272,Kolkata,Pune,2023-03-26,2023-03-29,13.53,1630.3,Failed,1333.56
SHP01273,Mumbai,Pune,2023-05-17,2023-05-20,28.03,1538.8,Delivered,1348.62
SHP01274,Pune,Mumbai,2023-08-27,2023-08-30,20.86,1608.0,Delivered,1354.99
SHP01275,Ahmedabad,Ahmedabad,2023-01-17,2023-01-24,47.41,1759.9,Delivered,1613.89
SHP01276,Bangalore,Chennai,2023-12-30,2024-01-06,6.76,1876.0,Delivered,1480.28
SHP01277,Kolkata,Ahmedabad,2023-08-19,2023-08-25,48.7,817.0,Delivered,914.29
SHP01278,Ahmedabad,Kolkata,2023-10-14,2023-10-18,11.92,1141.9,Failed,959.92
SHP01279,Bangalore,Hyderabad,2023-01-14,2023-01-21,38.76,1583.4,Failed,1429.58
SHP01280,Kolkata,Ahmedabad,2023-06-07,2023-06-12,17.28,1397.3,Failed,1186.68
SHP01281,Delhi,Kolkata,2023-07-26,2023-08-02,7.58,1991.1,Delivered,1588.67
SHP01282,Mumbai,Pune,2023-11-25,2023-11-30,42.97,37.2,Delivered,282.3
SHP01283,Mumbai,Kolkata,2023-04-08,2023-04-13,15.79,716.7,Delivered,679.91
SHP01284,Chennai,Chennai,2023-09-26,2023-09-27,33.11,569.2,Delivered,651.32
SHP01285,Kolkata,Mumbai,2023-10-06,2023-10-21,28.54,532.0,Delayed,581.06
SHP01286,Bangalore,Mumbai,2023-04-10,2023-04-15,23.85,452.8,Delivered,527.85
SHP01287,Mumbai,Mumbai,2023-10-21,2023-10-27,25.04,1421.2,Delivered,1247.69
SHP01288,Pune,Mumbai,2023-05-26,2023-06-01,36.75,178.7,Delayed,365.87
SHP01289,Mumbai,Pune,2023-08-03,2023-08-05,4.84,1485.8,Delayed,1174.85
SHP01290,Hyderabad,Bangalore,2023-04-16,2023-04-19,33.57,1389.9,Delivered,1261.6
SHP01291,Hyderabad,Ahmedabad,2023-09-10,2023-09-13,44.84,509.1,Delivered,642.62
SHP01292,Mumbai,Chennai,2023-07-03,2023-07-12,3.36,513.1,Failed,448.8
SHP01293,Kolkata,Delhi,2023-01-11,2023-01-16,7.46,1261.4,Delivered,1029.7
SHP01294,Chennai,Chennai,2023-09-30,2023-10-03,35.97,1526.7,Delayed,1383.67
SHP01295,Mumbai,Bangalore,2023-04-02,2023-04-05,22.15,1754.2,Delivered,1464.1
SHP01296,Delhi,Mumbai,2023-09-02,2023-09-05,20.48,1705.8,Delivered,1444.62
SHP01297,Ahmedabad,Bangalore,2023-11-16,2023-11-22,7.28,1930.1,Delivered,1527.02
SHP01298,Bangalore,Hyderabad,2023-09-20,2023-09-26,25.59,1167.0,Delayed,1050.96
SHP01299,Chennai,Hyderabad,2023-01-16,2023-01-28,6.76,1818.2,Delayed,1458.34
SHP01300,Delhi,Ahmedabad,2023-10-22,2023-11-03,24.09,1618.9,Delayed,1389.64
SHP01301,Chennai,Pune,2023-10-17,2023-10-20,38.3,1790.4,Delivered,1576.62
SHP01302,Delhi,Chennai,2023-07-01,2023-07-16,13.28,33.1,Failed,136.67
SHP01303,Bangalore,Chennai,2023-01-03,2023-01-09,24.3,1932.1,Delivered,1612.81
SHP01304,Bangalore,Delhi,2023-11-22,2023-11-26,49.6,952.3,Delivered,1016.02
SHP01305,Hyderabad,Pune,2023-09-26,2023-10-03,34.49,1598.4,Delivered,1414.55
SHP01306,Kolkata,Delhi,2023-05-25,2023-06-05,42.15,263.1,Failed,467.1
SHP01307,Delhi,Hyderabad,2023-01-02,2023-01-06,21.03,797.9,Delayed,756.77
SHP01308,Ahmedabad,Mumbai,2023-04-28,2023-05-04,38.51,550.2,Delivered,641.03
SHP01309,Hyderabad,Bangalore,2023-08-20,2023-08-21,2.51,590.4,Delivered,497.76
SHP01310,Delhi,Delhi,2023-01-05,2023-01-17,6.58,255.3,Failed,263.23
SHP01311,Hyderabad,Kolkata,2023-09-22,2023-09-26,10.55,1613.5,Delivered,1308.49
SHP01312,Bangalore,Delhi,2023-04-24,2023-05-03,20.4,28.4,Delayed,173.94
SHP01313,Chennai,Mumbai,2023-08-09,2023-08-12,42.36,631.9,Delivered,736.0
SHP01314,Pune,Mumbai,2023-02-14,2023-02-15,17.64,357.1,Delivered,416.21
SHP01315,Hyderabad,Chennai,2023-10-17,2023-10-20,32.9,1182.2,Delivered,1088.72
SHP01316,Delhi,Bangalore,2023-02-05,2023-02-10,35.61,516.0,Delivered,632.91
SHP01317,Delhi,Mumbai,2023-01-21,2023-01-23,29.52,525.4,Delivered,585.36
SHP01318,Pune,Pune,2023-05-12,2023-05-15,18.18,981.8,Delivered,869.26
SHP01319,Kolkata,Delhi,2023-05-12,2023-05-18,29.06,1308.9,Delivered,1184.38
SHP01320,Ahmedabad,Delhi,2023-12-13,2023-12-20,17.44,251.4,Delivered,337.97
SHP01321,Bangalore,Hyderabad,2023-03-22,2023-03-29,4.65,359.3,Delayed,337.86
SHP01322,Delhi,Mumbai,2023-08-11,2023-08-12,49.64,501.9,Delivered,684.5
SHP01323,Mumbai,Kolkata,2023-02-09,2023-02-14,6.8,1947.8,Delivered,1560.2
SHP01324,Chennai,Chennai,2023-12-17,2023-12-29,4.08,800.3,Delayed,681.3
SHP01325,Hyderabad,Bangalore,2023-04-25,2023-04-30,43.99,1202.0,Delivered,1152.82
SHP01326,Kolkata,Kolkata,2023-06-13,2023-06-15,15.44,490.7,Delivered,508.32
SHP01327,Ahmedabad,Chennai,2023-09-04,2023-09-10,32.69,986.0,Delivered,963.93
SHP01328,Pune,Delhi,2023-12-01,2023-12-08,16.79,157.5,Failed,258.85
SHP01329,Chennai,Kolkata,2023-08-16,2023-08-29,19.88,79.1,Delayed,219.13
SHP01330,Bangalore,Chennai,2023-07-27,2023-07-31,13.47,942.8,Delivered,843.63
SHP01331,Kolkata,Delhi,2023-07-03,2023-07-07,17.48,803.3,Delayed,737.12
SHP01332,Ahmedabad,Delhi,2023-08-04,2023-08-07,20.83,282.4,Delivered,348.64
SHP01333,Hyderabad,Delhi,2023-12-06,2023-12-11,36.16,1378.3,Delivered,1262.96
SHP01334,Hyderabad,Delhi,2023-03-09,2023-03-16,25.82,1985.9,Delayed,1650.38
SHP01335,Pune,Pune,2023-11-08,2023-11-09,47.21,797.3,Delivered,875.8
SHP01336,Mumbai,Delhi,2023-04-08,2023-04-12,2.57,1252.9,Delayed,1006.0
SHP01337,Pune,Hyderabad,2023-02-26,2023-03-02,25.4,1926.3,Delivered,1614.11
SHP01338,Bangalore,Kolkata,2023-09-23,2023-09-28,29.42,1664.8,Delivered,1453.12
SHP01339,Kolkata,Chennai,2023-01-24,2023-02-04,46.05,932.5,Delayed,992.5
SHP01340,Kolkata,Hyderabad,2023-04-13,2023-04-20,2.93,1477.6,Delivered,1169.67
SHP01341,Delhi,Pune,2023-03-21,2023-04-02,28.89,265.0,Delayed,409.21
SHP01342,Mumbai,Ahmedabad,2023-10-19,2023-10-24,42.75,1029.1,Delayed,1018.77
SHP01343,Mumbai,Ahmedabad,2023-12-12,2023-12-16,12.48,565.3,Delayed,549.98
SHP01344,Kolkata,Hyderabad,2023-01-26,2023-01-30,43.88,330.7,Delivered,530.57
SHP01345,Kolkata,Mumbai,2023-04-28,2023-05-03,1.44,858.3,Delivered,693.8
SHP01346,Chennai,Mumbai,2023-03-06,2023-03-10,36.76,270.7,Delayed,428.77
SHP01347,Ahmedabad,Mumbai,2023-02-14,2023-02-24,46.69,1401.0,Failed,1326.4
SHP01348,Chennai,Bangalore,2023-07-27,2023-07-31,33.03,917.9,Delivered,916.03
SHP01349,Chennai,Mumbai,2023-07-07,2023-07-12,22.23,1067.0,Delayed,974.67
SHP01350,Mumbai,Chennai,2023-03-14,2023-03-17,2.72,301.3,Delivered,282.76
SHP01351,Delhi,Hyderabad,2023-05-12,2023-05-14,46.05,288.1,Delayed,500.03
SHP01352,Hyderabad,Chennai,2023-12-25,2024-01-01,23.78,1171.0,Delivered,1032.71
SHP01353,Chennai,Kolkata,2023-08-20,2023-08-26,1.94,1970.2,Delivered,1536.1
SHP01354,Delhi,Mumbai,2023-03-12,2023-03-13,34.65,201.5,Delivered,394.33
SHP01355,Pune,Pune,2023-03-08,2023-03-11,24.35,578.6,Delivered,592.05
SHP01356,Bangalore,Bangalore,2023-11-23,2023-12-07,6.66,1740.2,Failed,1406.35
SHP01357,Chennai,Kolkata,2023-04-26,2023-04-27,11.11,153.8,Delivered,233.87
SHP01358,Pune,Pune,2023-02-21,2023-02-28,3.69,1753.0,Delayed,1402.09
SHP01359,Hyderabad,Bangalore,2023-07-08,2023-07-11,28.93,1053.3,Delivered,971.81
SHP01360,Bangalore,Ahmedabad,2023-11-14,2023-11-17,31.29,822.5,Delivered,811.87
SHP01361,Bangalore,Kolkata,2023-08-05,2023-08-08,25.53,626.3,Delivered,628.05
SHP01362,Hyderabad,Ahmedabad,2023-11-27,2023-12-03,40.95,601.3,Delivered,714.71
SHP01363,Chennai,Hyderabad,2023-06-30,2023-07-04,43.12,618.5,Delivered,735.24
SHP01364,Mumbai,Chennai,2023-08-23,2023-08-26,30.97,1770.8,Delivered,1520.07
SHP01365,Hyderabad,Delhi,2023-05-25,2023-05-28,1.13,1450.4,Delivered,1155.1
SHP01366,Hyderabad,Chennai,2023-05-04,2023-05-07,34.91,1342.7,Delivered,1223.54
SHP01367,Hyderabad,Mumbai,2023-10-08,2023-10-13,21.19,1599.5,Delivered,1340.97
SHP01368,Bangalore,Ahmedabad,2023-02-04,2023-02-15,28.5,521.7,Failed,580.68
SHP01369,Ahmedabad,Pune,2023-10-12,2023-10-15,32.63,1239.9,Delivered,1126.71
SHP01370,Delhi,Delhi,2023-08-30,2023-09-02,17.84,925.5,Delivered,823.85
SHP01371,Pune,Bangalore,2023-04-21,2023-04-25,45.9,1567.1,Delivered,1449.68
SHP01372,Mumbai,Ahmedabad,2023-02-17,2023-02-18,7.13,625.4,Delivered,568.77
SHP01373,Chennai,Hyderabad,2023-08-09,2023-08-11,33.74,1289.9,Delivered,1197.83
SHP01374,Chennai,Hyderabad,2023-08-02,2023-08-08,0.72,1765.6,Delivered,1375.51
SHP01375,Pune,Ahmedabad,2023-10-31,2023-11-02,46.27,810.3,Delayed,898.06
SHP01376,Delhi,Ahmedabad,2023-02-09,2023-02-17,6.07,142.6,Delayed,190.05
SHP01377,Hyderabad,Ahmedabad,2023-06-15,2023-06-21,5.2,1036.9,Delivered,847.31
SHP01378,Ahmedabad,Bangalore,2023-02-02,2023-02-15,16.98,698.5,Delayed,667.81
SHP01379,Mumbai,Mumbai,2023-08-31,2023-09-02,18.99,1347.7,Delivered,1163.06
SHP01380,Chennai,Bangalore,2023-02-08,2023-02-13,11.11,1902.6,Delivered,1537.26
SHP01381,Pune,Kolkata,2023-05-06,2023-05-13,29.46,976.4,Delivered,934.32
SHP01382,Kolkata,Pune,2023-01-07,2023-01-10,22.42,937.7,Delivered,872.69
SHP01383,Ahmedabad,Ahmedabad,2023-08-07,2023-08-11,2.19,1312.6,Delivered,1040.78
SHP01384,Pune,Pune,2023-11-26,2023-11-27,16.32,216.0,Delivered,308.36
SHP01385,Ahmedabad,Mumbai,2023-06-07,2023-06-10,40.62,514.5,Failed,625.47
SHP01386,Chennai,Delhi,2023-09-12,2023-09-17,34.64,1838.8,Delivered,1617.66
SHP01387,Hyderabad,Bangalore,2023-07-29,2023-07-31,36.38,1343.2,Delivered,1232.99
SHP01388,Kolkata,Mumbai,2023-08-26,2023-08-29,35.06,36.8,Delivered,237.9
SHP01389,Delhi,Pune,2023-07-29,2023-08-12,15.89,417.2,Delayed,446.35
SHP01390,Mumbai,Delhi,2023-04-24,2023-05-01,5.43,1368.8,Delivered,1098.79
SHP01391,Delhi,Bangalore,2023-11-13,2023-11-15,13.99,1531.2,Delivered,1280.97
SHP01392,Delhi,Hyderabad,2023-08-01,2023-08-02,41.67,1681.3,Delivered,1516.56
SHP01393,Pune,Bangalore,2023-10-31,2023-11-02,49.03,591.4,Delivered,745.44
SHP01394,Ahmedabad,Chennai,2023-05-23,2023-05-27,24.95,1862.7,Delivered,1564.11
SHP01395,Mumbai,Bangalore,2023-07-19,2023-07-20,0.98,1110.4,Delivered,876.08
SHP01396,Mumbai,Chennai,2023-12-25,2023-12-27,7.43,1396.1,Delivered,1129.75
SHP01397,Chennai,Delhi,2023-06-27,2023-07-03,16.44,1197.5,Delivered,1034.6
SHP01398,Chennai,Bangalore,2023-11-20,2023-11-27,29.14,254.3,Delivered,392.7
SHP01399,Mumbai,Delhi,2023-05-04,2023-05-11,4.22,1926.6,Delivered,1519.18
SHP01400,Kolkata,Delhi,2023-12-25,2023-12-28,47.2,254.5,Delivered,496.4
SHP01401,Bangalore,Pune,2023-01-29,2023-02-05,18.57,517.2,Delivered,538.39
SHP01402,Chennai,Mumbai,2023-09-17,2023-09-21,45.67,1629.1,Delivered,1517.44
SHP01403,Bangalore,Delhi,2023-01-28,2023-02-11,39.14,1241.0,Delayed,1161.17
SHP01404,Pune,Delhi,2023-10-18,2023-10-25,37.89,1677.9,Delivered,1480.33
SHP01405,Kolkata,Pune,2023-12-27,2023-12-31,30.53,1036.3,Delivered,972.31
SHP01406,Mumbai,Pune,2023-10-31,2023-11-01,31.53,760.2,Delivered,763.26
SHP01407,Kolkata,Bangalore,2023-12-09,2023-12-24,32.08,1844.5,Failed,1594.81
SHP01408,Chennai,Pune,2023-05-19,2023-05-25,31.62,82.1,Failed,270.43
